id,title,release_year,country,duration,language,certification,gross,budget
1255,Man on the Moon,1999,UK,118,English,R,34580635,52e6
1256,Message in a Bottle,1999,USA,131,English,PG-13,52799004,55e6
1257,Mickey Blue Eyes,1999,UK,102,English,PG-13,33864342,4e7
1258,Molly,1999,USA,102,English,PG-13,15593,21e6
1259,Mumford,1999,USA,112,English,R,4554569,28e6
1260,Muppets from Space,1999,USA,87,English,G,16290976,24e6
1261,My Favorite Martian,1999,USA,94,English,PG,36830057,65e6
1262,Mystery Men,1999,USA,121,English,PG-13,29655590,65e6
1263,"Mystery, Alaska",1999,Canada,119,English,R,8888143,28e6
1264,Notting Hill,1999,UK,124,English,PG-13,116006080,42e6
1265,Office Space,1999,USA,89,English,R,10824921,1e7
1266,One Man's Hero,1999,Spain,121,English,R,229311,1135e4
1267,Outside Providence,1999,USA,96,English,R,7292175,7e6
1268,Payback,1999,USA,90,English,R,81517441,5e7
1269,Play It to the Bone,1999,USA,124,English,R,8427204,24e6
1270,Pushing Tin,1999,USA,124,English,R,8406264,38e6
1271,Random Hearts,1999,USA,133,English,R,31054924,64e6
1272,Ravenous,1999,Czech Republic,101,English,R,2060953,12e6
1273,Ride with the Devil,1999,USA,148,English,R,630779,35e6
1274,Runaway Bride,1999,USA,116,English,PG,152149590,7e7
1275,She's All That,1999,USA,95,English,PG-13,63319509,1e7
1276,Simply Irresistible,1999,Germany,96,English,PG-13,4394936,6e6
1277,Smiling Fish & Goat on Fire,1999,USA,90,English,R,277233,4e4
1278,Snow Falling on Cedars,1999,USA,127,English,PG-13,14378353,36e6
1279,South Park: Bigger Longer & Uncut,1999,USA,81,English,R,52008288,21e6
1280,Speedway Junky,1999,USA,105,English,R,NA,1e6
1281,Star Wars: Episode I - The Phantom Menace,1999,USA,136,English,PG,474544677,115e6
1282,Stigmata,1999,USA,103,English,R,50041732,29e6
1283,Stir of Echoes,1999,USA,99,English,R,21133087,12e6
1284,Stuart Little,1999,Germany,84,English,PG,140015224,133e6
1285,Sugar Town,1999,UK,92,English,R,177840,25e4
1286,Summer of Sam,1999,USA,142,English,R,19283782,22e6
1287,Superstar,1999,USA,81,English,PG-13,30628981,14e6
1288,Tea with Mussolini,1999,Italy,117,English,PG,14348123,12e6
1289,The 13th Warrior,1999,USA,102,English,R,32694788,85e6
1290,The Adventures of Elmo in Grouchland,1999,USA,73,English,G,11634458,17e6
1291,The Astronaut's Wife,1999,USA,109,English,R,10654581,34e6
1292,The Astronaut's Wife,1999,USA,109,English,R,10654581,34e6
1293,The Basket,1999,USA,105,English,PG,609042,13e5
1294,The Best Man,1999,USA,120,English,R,34074895,9e6
1295,The Big Tease,1999,UK,86,English,R,185577,4e6
1296,The Blair Witch Project,1999,USA,81,English,R,140530114,6e4
1297,The Bone Collector,1999,USA,118,English,R,66488090,48e6
1298,The Boondock Saints,1999,Canada,102,English,R,NA,7e6
1299,The Corruptor,1999,USA,110,English,R,15156200,3e7
1300,The Deep End of the Ocean,1999,USA,106,English,PG-13,13376506,4e7
1301,The End of the Affair,1999,UK,102,English,R,10660147,23e6
1302,The General's Daughter,1999,USA,116,English,R,102678089,95e6
1303,The Green Mile,1999,USA,189,English,R,136801374,6e7
1304,The Haunting,1999,USA,113,English,PG-13,91188905,8e7
1305,The Hurricane,1999,USA,146,English,R,50668906,38e6
1306,The Insider,1999,USA,157,English,R,28965197,68e6
1307,The Iron Giant,1999,USA,90,English,PG,23159305,7e7
1308,The Limey,1999,USA,89,English,R,3193102,9e6
1309,The Loss of Sexual Innocence,1999,USA,106,English,R,399793,4e6
1310,The Matrix,1999,USA,136,English,R,171383253,63e6
1311,The Messenger: The Story of Joan of Arc,1999,France,158,English,R,14131298,39e7
1312,The Muse,1999,USA,97,English,PG-13,11614236,15e6
1313,The Ninth Gate,1999,Spain,133,English,R,18653746,38e6
1314,The Omega Code,1999,USA,100,English,PG-13,12610552,75e5
1315,The Out-of-Towners,1999,USA,90,English,PG-13,28535768,4e7
1316,The Rage: Carrie 2,1999,USA,104,English,R,17757087,21e6
1317,The Sixth Sense,1999,USA,107,English,PG-13,293501675,4e7
1318,The Story of Us,1999,USA,95,English,R,27067160,5e7
1319,The Straight Story,1999,France,112,English,G,6197866,1e7
1320,The Talented Mr. Ripley,1999,USA,139,English,R,81292135,4e7
1321,The Thirteenth Floor,1999,Germany,100,English,R,15500000,16e6
1322,The Thomas Crown Affair,1999,USA,113,English,R,69304264,48e6
1323,The Virgin Suicides,1999,USA,90,English,R,4859475,6e6
1324,The Woman Chaser,1999,USA,88,English,NA,110720,12e5
1325,The Wood,1999,USA,106,English,R,25047631,6e6
1326,The World Is Not Enough,1999,UK,128,English,PG-13,126930660,135e6
1327,Three Kings,1999,USA,114,English,R,60652036,48e6
1328,Three to Tango,1999,Australia,98,English,PG-13,10544143,2e7
1329,Topsy-Turvy,1999,UK,154,English,R,6201757,1e7
1330,Toy Story 2,1999,USA,82,English,G,245823397,9e7
1331,Trippin',1999,USA,94,English,R,9016377,NA
1332,Tumbleweeds,1999,USA,102,English,PG-13,1281176,312e3
1333,Twin Falls Idaho,1999,USA,111,English,R,985341,5e5
1334,Universal Soldier: The Return,1999,USA,83,English,R,10431220,24e6
1335,Varsity Blues,1999,USA,106,English,R,52885587,16e6
1336,Wild Wild West,1999,USA,106,English,PG-13,113745408,17e7
1337,Wing Commander,1999,USA,100,English,PG-13,11576087,3e7
1338,102 Dalmatians,2000,USA,100,English,G,66941559,85e6
1339,28 Days,2000,USA,103,English,PG-13,37035515,43e6
1340,3 Strikes,2000,USA,82,English,R,9821335,6e6
1341,Aberdeen,2000,UK,106,English,NA,64148,65e5
1342,All the Pretty Horses,2000,USA,220,English,PG-13,15527125,57e6
1343,Almost Famous,2000,USA,152,English,R,32522352,6e7
1344,American Psycho,2000,USA,102,English,R,15047419,7e6
1345,Amores Perros,2000,Mexico,115,Spanish,R,5383834,2e6
1346,An Everlasting Piece,2000,USA,103,English,R,75078,14e6
1347,Anatomy,2000,Germany,103,German,R,5725,84e5
1348,Autumn in New York,2000,USA,103,English,PG-13,37752931,4e7
1349,Bamboozled,2000,USA,135,English,R,2185266,1e7
1350,Battlefield Earth,2000,USA,119,English,PG-13,21471685,44e6
1351,Bedazzled,2000,USA,93,English,PG-13,37879996,48e6
1352,Best in Show,2000,USA,90,English,PG-13,18621249,6e6
1353,Big Momma's House,2000,USA,99,English,PG-13,117559438,3e7
1354,Billy Elliot,2000,UK,110,English,R,21994911,5e6
1355,Bless the Child,2000,USA,107,English,R,29374178,4e7
1356,Boiler Room,2000,USA,120,English,R,16938179,8e6
1357,Book of Shadows: Blair Witch 2,2000,USA,90,English,R,26421314,15e6
1358,Boys and Girls,2000,USA,94,English,PG-13,20627372,16e6
1359,Bring It On,2000,USA,98,English,PG-13,68353550,1e7
1360,Brother,2000,USA,114,English,R,447750,1e7
1361,Cast Away,2000,USA,143,English,PG-13,233630478,9e7
1362,Cecil B. DeMented,2000,France,87,English,R,1276984,1e7
1363,Center Stage,2000,USA,115,English,PG-13,17174870,18e6
1364,Charlie's Angels,2000,USA,94,English,PG-13,125305545,92e6
1365,Chicken Run,2000,UK,84,English,G,106793915,45e6
1366,Chocolat,2000,UK,121,English,PG-13,71309760,25e6
1367,Chuck & Buck,2000,USA,96,English,R,1050600,25e4
1368,Coyote Ugly,2000,USA,107,English,PG-13,60786269,45e6
1369,"Crouching Tiger, Hidden Dragon",2000,Taiwan,120,Mandarin,PG-13,128067808,15e6
1370,Dancer in the Dark,2000,Denmark,140,English,R,4157491,128e5
1371,Digimon: The Movie,2000,USA,82,English,PG,9628751,5e6
1372,Dinner Rush,2000,USA,99,English,R,110000,NA
1373,Dinosaur,2000,USA,82,English,PG,137748063,1275e5
1374,Down to You,2000,USA,91,English,PG-13,20035310,9e6
1375,Dracula 2000,2000,USA,99,English,R,33000377,28e6
1376,Drowning Mona,2000,USA,96,English,PG-13,15427192,16e6
1377,"Dude, Where's My Car?",2000,USA,83,English,PG-13,46729374,13e6
1378,Duets,2000,USA,112,English,R,4734235,15e6
1379,Erin Brockovich,2000,USA,131,English,R,125548685,52e6
1380,Everything Put Together,2000,USA,87,English,R,NA,1e5
1381,Final Destination,2000,USA,98,English,R,53302314,23e6
1382,Finding Forrester,2000,USA,136,English,PG-13,51768623,43e6
1383,Fiza,2000,India,167,Hindi,NA,610991,1e6
1384,Frequency,2000,USA,118,English,PG-13,44983704,31e6
1385,George Washington,2000,USA,90,English,Unrated,241816,42e3
1386,Get Carter,2000,USA,102,English,R,14967182,4e7
1387,Gladiator,2000,USA,171,English,R,187670866,103e6
1388,Gone in Sixty Seconds,2000,USA,127,English,PG-13,101643008,9e7
1389,Gossip,2000,USA,90,English,R,5108820,24e6
1390,Groove,2000,USA,86,English,R,1114943,5e5
1391,Gun Shy,2000,USA,101,English,R,1631839,1e7
1392,Hanging Up,2000,Germany,94,English,PG-13,36037909,6e7
1393,Here on Earth,2000,USA,96,English,PG-13,10494147,15e6
1394,High Fidelity,2000,UK,113,English,R,27277055,2e7
1395,Highlander: Endgame,2000,USA,101,English,R,12801190,15e6
1396,Hollow Man,2000,USA,119,English,R,73209340,95e6
1397,How the Grinch Stole Christmas,2000,USA,110,English,PG,260031035,123e6
1398,Hum To Mohabbat Karega,2000,India,NA,Hindi,NA,NA,NA
1399,I Dreamed of Africa,2000,USA,114,English,PG-13,6543194,34e6
1400,Isn't She Great,2000,USA,95,English,R,2954405,36e6
1401,Keeping the Faith,2000,USA,128,English,PG-13,37036404,3e7
1402,Lisa Picard Is Famous,2000,USA,90,English,PG-13,112521,NA
1403,Little Nicky,2000,USA,90,English,PG-13,39442871,8e7
1404,Loser,2000,USA,98,English,PG-13,15464026,2e7
1405,Lost Souls,2000,USA,97,English,R,16779636,28e6
1406,Love & Basketball,2000,USA,124,English,PG-13,27441122,15e6
1407,Lucky Numbers,2000,France,105,English,R,10014234,65e6
1408,Luminarias,2000,USA,100,English,R,428535,1e6
1409,"Me, Myself & Irene",2000,USA,116,English,R,90567722,51e6
1410,Meet the Parents,2000,USA,108,English,PG-13,166225040,55e6
1411,Memento,2000,USA,113,English,R,25530884,9e6
1412,Men of Honor,2000,USA,129,English,R,48814909,32e6
1413,Mercy Streets,2000,USA,106,English,PG-13,171988,6e5
1414,Michael Jordan to the Max,2000,USA,46,English,NA,18642318,NA
1415,Miss Congeniality,2000,USA,109,English,PG-13,106807667,45e6
1416,Mission to Mars,2000,USA,114,English,PG,60874615,9e7
1417,Mission: Impossible II,2000,USA,123,English,PG-13,215397307,125e6
1418,My Dog Skip,2000,USA,95,English,PG,34099640,5e6
1419,Next Friday,2000,USA,98,English,R,57176582,95e5
1420,Nine Queens,2000,Argentina,114,Spanish,R,1221261,15e5
1421,Nurse Betty,2000,Germany,110,English,R,25167270,24e6
1422,Nutty Professor II: The Klumps,2000,USA,109,English,PG-13,123307945,65e6
1423,"O Brother, Where Art Thou?",2000,UK,107,English,PG-13,45506619,26e6
1424,Pandaemonium,2000,UK,124,English,PG-13,NA,15e6
1425,Pay It Forward,2000,USA,123,English,PG-13,33508922,4e7
1426,Pitch Black,2000,USA,112,English,R,39235088,23e6
1427,Pokémon 3: The Movie,2000,Japan,93,Japanese,G,NA,16e6
1428,Pollock,2000,USA,122,English,R,8596914,6e6
1429,Proof of Life,2000,USA,135,English,R,32598931,65e6
1430,Psycho Beach Party,2000,Australia,85,English,Unrated,265107,15e5
1431,Quills,2000,UK,124,English,R,7060876,135e5
1432,Ready to Rumble,2000,USA,107,English,PG-13,12372410,24e6
1433,Red Planet,2000,USA,106,English,PG-13,17473245,7e7
1434,Reindeer Games,2000,USA,124,English,R,23360779,34e6
1435,Remember the Titans,2000,USA,120,English,PG,115648585,3e7
1436,Requiem for a Dream,2000,USA,102,English,R,3609278,45e5
1437,Return to Me,2000,USA,115,English,PG,32662299,24e6
1438,Road Trip,2000,USA,94,English,R,68525609,156e5
1439,Romeo Must Die,2000,USA,115,English,R,55973336,25e6
1440,Rugrats in Paris: The Movie,2000,Germany,78,English,G,76501438,3e7
1441,Scream 3,2000,USA,116,English,R,89138076,4e7
1442,Screwed,2000,USA,81,English,PG-13,6982680,1e7
1443,Sexy Beast,2000,UK,89,English,R,6940281,NA
1444,Shadow of the Vampire,2000,UK,92,English,R,8279017,8e6
1445,Shaft,2000,Germany,99,English,R,70327868,46e6
1446,Shanghai Noon,2000,USA,110,English,PG-13,56932305,55e6
1447,Small Time Crooks,2000,USA,94,English,PG,17071230,18e6
1448,Snatch,2000,UK,104,English,R,30093107,6e6
1449,Snatch,2000,UK,104,English,R,30093107,6e6
1450,Snow Day,2000,USA,89,English,PG,60008303,13e6
1451,Songcatcher,2000,USA,109,English,PG-13,3050934,18e5
1452,Space Cowboys,2000,USA,130,English,PG-13,90454043,65e6
1453,Supernova,2000,USA,91,English,PG-13,14218868,65e6
1454,Tadpole,2000,USA,78,English,PG-13,2882062,15e4
1455,The 6th Day,2000,USA,123,English,PG-13,34543701,82e6
1456,The Adventures of Rocky & Bullwinkle,2000,USA,92,English,PG,26000610,76e6
1457,The Art of War,2000,USA,116,English,R,30199105,4e7
1458,The Beach,2000,USA,119,English,R,39778599,5e7
1459,The Broken Hearts Club: A Romantic Comedy,2000,USA,94,English,R,1744858,1e6
1460,The Cell,2000,USA,109,English,R,61280963,33e6
1461,The Circle,2000,Iran,90,Persian,Not Rated,673780,1e4
1462,The Claim,2000,UK,115,English,R,403932,2e7
1463,The Claim,2000,UK,115,English,R,403932,2e7
1464,The Contender,2000,USA,126,English,R,17804273,2e7
1465,The Crew,2000,USA,88,English,PG-13,13019253,23e6
1466,The Emperor's New Groove,2000,USA,78,English,G,89296573,1e8
1467,The Family Man,2000,USA,125,English,PG-13,75764085,6e7
1468,The Flintstones in Viva Rock Vegas,2000,USA,90,English,PG,35231365,6e7
1469,The House of Mirth,2000,UK,135,English,PG,3041803,1e7
1470,The In Crowd,2000,USA,105,English,PG-13,5217498,15e6
1471,The Kid,2000,USA,104,English,PG,69688384,6e7
1472,The Ladies Man,2000,USA,84,English,R,13592872,11e6
1473,The Legend of Bagger Vance,2000,USA,126,English,PG-13,30695227,6e7
1474,The Little Vampire,2000,Germany,95,English,PG,13555988,22e6
1475,The Next Best Thing,2000,USA,99,English,PG-13,14983572,25e6
1476,The Original Kings of Comedy,2000,USA,115,English,R,38168022,3e6
1477,The Patriot,2000,USA,142,English,R,113330342,11e7
1478,The Perfect Storm,2000,USA,130,English,PG-13,182618434,14e7
1479,The Replacements,2000,USA,118,English,PG-13,44737059,5e7
1480,The Road to El Dorado,2000,USA,89,English,PG,50802661,95e6
1481,The Skulls,2000,USA,106,English,PG-13,35007180,15e6
1482,The Specials,2000,USA,82,English,R,12996,1e6
1483,The Tigger Movie,2000,USA,77,English,G,45542421,3e7
1484,The Watcher,2000,USA,97,English,R,28927720,33e6
1485,The Way of the Gun,2000,USA,119,English,R,6047856,85e5
1486,The Whole Nine Yards,2000,USA,98,English,R,57262492,24e6
1487,The Widow of Saint-Pierre,2000,France,112,French,R,3058380,1e8
1488,The Yards,2000,USA,115,English,R,882710,24e6
1489,The Young Unknowns,2000,USA,87,English,R,58163,NA
1490,Thirteen Days,2000,USA,145,English,PG-13,34566746,8e7
1491,Thomas and the Magic Railroad,2000,UK,85,English,G,15911333,19e6
1492,Titan A.E.,2000,USA,94,English,PG,22751979,75e6
1493,Traffic,2000,USA,190,English,R,124107476,48e6
1494,U-571,2000,France,116,English,PG-13,77086030,62e6
1495,Unbreakable,2000,USA,106,English,PG-13,94999143,75e6
1496,Urban Legends: Final Cut,2000,USA,97,English,R,21468807,14e6
1497,Urbania,2000,USA,106,English,R,1027119,225e3
1498,Vertical Limit,2000,USA,124,English,PG-13,68473360,75e6
1499,What Lies Beneath,2000,USA,130,English,PG-13,155370362,1e8
1500,What Planet Are You From?,2000,USA,87,English,R,6291602,5e7
1501,What Women Want,2000,USA,127,English,PG-13,182805123,7e7
1502,Whatever It Takes,2000,USA,94,English,PG-13,8735529,15e6
1503,Where the Heart Is,2000,USA,120,English,PG-13,33771174,15e6
1504,Whipped,2000,USA,82,English,R,4142507,3e6
1505,Woman on Top,2000,USA,92,English,R,5018450,8e6
1506,Wonder Boys,2000,USA,107,English,R,19389454,55e6
1507,X-Men,2000,USA,104,English,PG-13,157299717,75e6
1508,You Can Count on Me,2000,USA,111,English,R,9180275,12e5
1509,15 Minutes,2001,USA,120,English,R,24375436,42e6
1510,3000 Miles to Graceland,2001,USA,125,English,R,15738632,42e6
1511,A Beautiful Mind,2001,USA,135,English,PG-13,170708996,58e6
1512,A Knight's Tale,2001,USA,144,English,PG-13,56083966,65e6
1513,A.I. Artificial Intelligence,2001,USA,146,English,PG-13,78616689,1e8
1514,Ali,2001,USA,165,English,R,58183966,107e6
1515,Alias Betty,2001,France,103,French,NA,206400,5e7
1516,All the Queen's Men,2001,Germany,105,English,PG-13,22723,25e6
1517,Along Came a Spider,2001,USA,104,English,R,74058698,6e7
1518,Amélie,2001,France,122,French,R,33201661,77e6
1519,America's Sweethearts,2001,USA,102,English,PG-13,93607673,48e6
1520,American Desi,2001,USA,100,English,Unrated,902835,25e4
1521,American Outlaws,2001,USA,94,English,PG-13,13264986,35e6
1522,American Pie 2,2001,USA,108,English,R,145096820,3e7
1523,Angel Eyes,2001,USA,102,English,R,24044532,38e6
1524,Antitrust,2001,USA,109,English,PG-13,10965209,3e7
1525,Atlantis: The Lost Empire,2001,USA,95,English,PG,84037039,12e7
1526,Ayurveda: Art of Being,2001,India,102,English,NA,16892,3e5
1527,Baby Boy,2001,USA,130,English,R,28734552,16e6
1528,Bandits,2001,USA,123,English,PG-13,41523271,8e7
1529,Behind Enemy Lines,2001,USA,106,English,PG-13,59068786,4e7
1530,Birthday Girl,2001,UK,93,English,R,4919896,13e6
1531,Black Hawk Down,2001,USA,152,English,R,108638745,92e6
1532,Black Knight,2001,USA,95,English,PG-13,33422806,5e7
1533,Blow,2001,USA,124,English,R,52937130,3e7
1534,Bridget Jones's Diary,2001,UK,97,English,R,71500556,26e6
1535,Brigham City,2001,USA,119,English,PG-13,798341,1e6
1536,Bubble Boy,2001,USA,84,English,PG-13,5002310,13e6
1537,Buffalo Soldiers,2001,UK,98,English,R,353743,15e6
1538,Bully,2001,USA,115,English,R,510092,NA
1539,Captain Corelli's Mandolin,2001,UK,131,English,R,25528495,57e6
1540,Cats & Dogs,2001,USA,87,English,PG,93375151,6e7
1541,Corky Romano,2001,USA,86,English,PG-13,23978402,11e6
1542,Crazy/Beautiful,2001,USA,135,English,PG-13,16929123,14e6
1543,Crocodile Dundee in Los Angeles,2001,Australia,92,English,PG,25590119,2115e4
1544,Dogtown and Z-Boys,2001,USA,91,English,PG-13,1293295,NA
1545,Domestic Disturbance,2001,USA,89,English,PG-13,45207112,53e6
1546,Don't Say a Word,2001,USA,113,English,R,54997476,5e7
1547,Donnie Darko,2001,USA,133,English,R,727883,45e5
1548,Double Take,2001,USA,88,English,PG-13,20218,24e6
1549,Down and Out with the Dolls,2001,USA,88,English,R,58936,12e5
1550,Down to Earth,2001,USA,87,English,PG-13,64172251,3e7
1551,Dr. Dolittle 2,2001,USA,87,English,PG,112950721,72e6
1552,Driven,2001,USA,116,English,PG-13,32616869,72e6
1553,Elling,2001,Norway,89,Norwegian,R,313436,155e5
1554,Enemy at the Gates,2001,USA,131,English,R,51396781,68e6
1555,Exit Wounds,2001,USA,101,English,R,51758599,33e6
1556,Final Fantasy: The Spirits Within,2001,USA,106,English,PG-13,32131830,137e6
1557,Formula 51,2001,UK,93,English,R,5204007,28e6
1558,Frailty,2001,USA,100,English,R,13103828,11e6
1559,Freddy Got Fingered,2001,USA,87,English,R,14249005,15e6
1560,From Hell,2001,USA,122,English,R,31598308,35e6
1561,From Hell,2001,USA,122,English,R,31598308,35e6
1562,Get Over It,2001,USA,87,English,PG-13,11560259,22e6
1563,Ghost World,2001,USA,111,English,R,6200756,7e6
1564,Ghosts of Mars,2001,USA,98,English,R,8434601,28e6
1565,Glitter,2001,USA,104,English,PG-13,4273372,22e6
1566,Gosford Park,2001,UK,131,English,R,41300105,198e5
1567,Hardball,2001,USA,106,English,PG-13,40219708,21e6
1568,Harry Potter and the Sorcerer's Stone,2001,UK,159,English,PG,317557891,125e6
1569,Harvard Man,2001,USA,99,English,R,56007,55e5
1570,Head Over Heels,2001,USA,86,English,PG-13,10397365,14e6
1571,Heartbreakers,2001,USA,123,English,PG-13,40334024,35e6
1572,Hearts in Atlantis,2001,USA,101,English,PG-13,24185781,31e6
1573,Hedwig and the Angry Inch,2001,USA,95,English,R,3029081,6e6
1574,High Heels and Low Lifes,2001,UK,86,English,R,226792,1e7
1575,How High,2001,USA,93,English,R,31155435,12e6
1576,I Am Sam,2001,USA,132,English,PG-13,40270895,22e6
1577,Impostor,2001,USA,102,English,R,6114237,4e7
1578,In the Bedroom,2001,USA,138,English,R,35918429,17e5
1579,Iris,2001,UK,91,English,R,1292119,55e5
1580,Jason X,2001,USA,85,English,R,12610731,11e6
1581,Jay and Silent Bob Strike Back,2001,USA,104,English,R,30059386,22e6
1582,Jeepers Creepers,2001,Germany,90,English,R,37470017,1e7
1583,Jimmy Neutron: Boy Genius,2001,USA,82,English,G,80920948,3e7
1584,Joe Dirt,2001,USA,91,English,PG-13,27087695,177e5
1585,Joe Somebody,2001,USA,98,English,PG,22770864,38e6
1586,Josie and the Pussycats,2001,Canada,98,English,PG-13,14252830,22e6
1587,Joy Ride,2001,USA,97,English,R,21973182,23e6
1588,Jurassic Park III,2001,USA,92,English,PG-13,181166115,93e6
1589,Just Visiting,2001,France,84,English,PG-13,4777007,4e7
1590,K-PAX,2001,USA,120,English,PG-13,50173190,48e6
1591,Kate & Leopold,2001,USA,123,English,PG-13,47095453,48e6
1592,Kiss of the Dragon,2001,France,98,English,R,36833473,25e6
